Gene	Target	IonCode_0101	IonCode_0102	IonCode_0103	IonCode_0104	IonCode_0105	IonCode_0106	IonCode_0107	IonCode_0125	IonCode_0126	IonCode_0127	IonCode_0128	IonCode_0129	IonCode_0130	IonCode_0131	"COSMIC_CGC_FLAG"	"NCBI_NAME"	"HGNC_SYMBOL_ACC"	"MIM_MORBID_DESCRIPTION"	"ENTREZ_GENE_ID"	"U133PLUS2_PSID"
ZNF432	AMPL26018119	83	61	71	72	84	92	82	73	74	43	38	86	104	110	0	zinc_finger_protein_432	20810	.	9668	219848_s_at
ZNF433	AMPL5276008	20	25	19	35	33	29	17	23	30	14	18	24	25	24	0	zinc_finger_protein_433	20811	.	163059	.
ZNF434	AMPL32314913	22	24	13	41	23	17	28	20	29	15	10	16	29	27	0	.	.	.	.	.
ZNF436	AMPL15212219	52	50	55	81	62	87	66	69	42	44	38	75	60	80	0	zinc_finger_protein_436	20814	.	80818	226113_at,226114_at
ZNF438	AMPL1457972	6	9	3	7	6	9	6	7	7	4	4	9	10	6	0	zinc_finger_protein_438	21029	.	220929	229743_at,244752_at
ZNF439	AMPL34247748	31	54	30	26	44	24	43	29	27	22	21	51	21	39	0	zinc_finger_protein_439	20873	.	90594	236562_at
ZNF44	AMPL6768282	6	12	13	5	10	16	15	14	7	3	2	14	11	18	0	zinc_finger_protein_44	13110	.	101060181,51710	206810_at,215359_x_at,223968_at,233712_at
ZNF440	AMPL34243049	34	38	49	33	40	42	48	42	31	25	27	46	32	44	0	zinc_finger_protein_440	20874	.	126070	215892_at,241731_x_at
ZNF441	AMPL35057555	41	19	18	27	29	25	27	17	13	11	10	27	24	32	0	zinc_finger_protein_441	20875	.	126068	1553192_at,1553193_at
ZNF442	AMPL15530470	33	31	27	40	31	35	32	27	23	15	14	14	21	28	0	zinc_finger_protein_442	20877	.	79973	208081_s_at
ZNF443	AMPL29665060	53	66	46	47	62	63	101	48	29	20	28	51	42	73	0	zinc_finger_protein_443	20878	.	10224	205928_at
ZNF444	AMPL31544906	30	24	20	28	20	11	37	15	32	23	12	23	13	20	0	zinc_finger_protein_444	16052	.	55311	218707_at,50376_at
ZNF445	AMPL17178152	122	199	127	188	217	227	274	127	157	105	96	195	185	281	0	zinc_finger_protein_445	21018	.	353274	229766_at,233992_x_at
ZNF446	AMPL32306849	57	73	62	61	77	69	93	65	51	47	33	57	49	75	0	zinc_finger_protein_446	21036	.	55663	1554160_a_at,205182_s_at,219900_s_at
ZNF449	AMPL35324706	36	33	46	59	40	58	58	48	40	13	27	43	46	90	0	zinc_finger_protein_449	21039	.	203523	228968_at,241066_at
ZNF45	AMPL8942959	80	77	104	101	97	99	140	71	61	56	79	83	69	130	0	zinc_finger_protein_45	13111	.	7596	207304_at,222028_at
ZNF451	AMPL296785	113	127	73	96	116	113	137	103	99	55	68	115	97	133	0	zinc_finger_protein_451	21091	.	26036	1556060_a_at,212557_at,215012_at,231885_at,232029_at
ZNF454	AMPL9199087	6	12	3	15	9	5	2	9	7	2	5	16	4	4	0	zinc_finger_protein_454	21200	.	285676	.
ZNF460	AMPL12361484	287	283	275	325	221	269	420	263	246	219	171	237	251	300	0	zinc_finger_protein_460	21628	.	10794	216279_at,233175_at
ZNF461	AMPL17255651	34	31	18	29	52	41	42	31	23	13	12	24	37	49	0	zinc_finger_protein_461	21629	.	92283	232391_at
ZNF462	AMPL35442658	554	564	518	601	886	765	980	498	585	325	380	865	598	975	0	zinc_finger_protein_462	21684	.	58499	226575_at,232393_at,244007_at
ZNF467	AMPL22424276	49	40	43	48	53	47	41	54	39	28	22	59	34	57	0	zinc_finger_protein_467	23154	.	168544	214746_s_at
ZNF468	AMPL338840	34	44	28	36	46	35	34	35	27	18	24	39	24	53	0	zinc_finger_protein_468	33105	.	90333	214751_at
ZNF469	AMPL1147827	2	2	2	2	1	0	6	2	3	2	3	0	2	1	0	zinc_finger_protein_469	23216	BRITTLE_CORNEA_SYNDROME_1__BCS1	84627	230440_at
ZNF470	AMPL5882914	43	51	48	50	56	46	59	41	30	32	16	67	49	81	0	zinc_finger_protein_470	22220	.	388566	234921_at
ZNF471	AMPL36139807	8	3	4	3	4	10	2	6	1	1	2	3	6	9	0	zinc_finger_protein_471	23226	.	57573	211923_s_at,230578_at,232117_at
ZNF473	AMPL1541922	47	37	46	51	59	56	60	57	36	16	33	51	42	81	0	zinc_finger_protein_473	23239	.	25888	213124_at,213130_at
ZNF474	AMPL22150462	0	0	0	0	3	1	2	1	3	1	0	2	1	1	0	zinc_finger_protein_474	23245	.	133923	1556907_at
ZNF479	AMPL15900164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_479	23258	.	90827	1555367_at,1555368_x_at
ZNF480	AMPL34506449	48	47	42	62	71	73	80	57	63	29	52	62	41	82	0	zinc_finger_protein_480	23305	.	147657	222283_at
ZNF483	AMPL16551541	62	85	55	67	104	109	137	82	77	39	46	111	79	161	0	zinc_finger_protein_483	23384	.	158399	1559988_at,1570534_a_at,243770_at
ZNF484	AMPL13931021	69	50	42	49	57	38	45	53	52	26	20	66	54	47	0	zinc_finger_protein_484	23385	.	83744	.
ZNF485	AMPL36553967	12	12	14	11	14	12	23	10	7	8	3	7	9	9	0	zinc_finger_protein_485	23440	.	220992	1552427_at
ZNF486	AMPL18069738	65	81	62	90	79	90	115	81	69	46	45	80	75	107	0	zinc_finger_protein_486	20807	.	90649	1553901_x_at
ZNF487P	AMPL19159304	6	3	5	5	5	3	5	3	5	5	5	10	6	5	0	.	.	.	.	.
ZNF488	AMPL15790062	10	3	7	4	3	0	8	4	4	3	4	8	6	5	0	zinc_finger_protein_488	23535	.	118738	229901_at
ZNF490	AMPL31895796	44	29	49	37	33	40	38	30	22	25	15	35	40	44	0	zinc_finger_protein_490	23705	.	57474	231988_x_at
ZNF491	AMPL35819122	17	17	21	16	29	28	29	11	18	7	10	21	11	41	0	zinc_finger_protein_491	23706	.	126069	1562211_a_at
ZNF492	AMPL36872058	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	zinc_finger_protein_492	23707	.	57615	215532_x_at
ZNF493	AMPL2237999	21	14	13	16	21	13	22	25	15	2	12	23	11	16	0	zinc_finger_protein_493	23708	.	284443	1558486_at,211064_at,235604_x_at,240155_x_at
ZNF496	AMPL16781669	125	105	126	134	145	155	193	133	117	41	109	121	123	228	0	zinc_finger_protein_496	23713	.	84838	225333_at,225335_at,225349_at,236299_at
ZNF497	AMPL21676619	3	7	1	4	3	2	5	2	2	0	1	2	1	10	0	zinc_finger_protein_497	23714	.	162968	230857_s_at
ZNF498	AMPL34357249	128	108	122	120	94	130	162	75	105	86	72	103	113	153	0	.	.	.	.	.
ZNF500	AMPL37068216	41	34	30	49	42	39	42	38	35	19	16	22	33	62	0	zinc_finger_protein_500	23716	.	26048	213639_s_at,213641_at,41113_at
ZNF501	AMPL34738898	14	20	30	23	23	27	25	16	21	8	9	29	28	26	0	zinc_finger_protein_501	23717	.	115560	1562386_s_at
ZNF502	AMPL2744179	2	3	6	11	10	7	1	5	6	2	4	5	2	8	0	zinc_finger_protein_502	23718	.	91392	229532_at,232247_at
ZNF503	AMPL18295272	68	51	54	39	100	55	57	45	50	35	10	112	49	51	0	zinc_finger_protein_503	23589	.	84858	227195_at,228684_at,232178_at
ZNF506	AMPL1376276	99	89	101	95	98	128	128	94	84	55	58	87	96	128	0	zinc_finger_protein_506	23780	.	440515	1568720_at,221626_at
ZNF507	AMPL26152971	129	117	128	119	148	146	186	146	143	63	90	120	122	259	0	zinc_finger_protein_507	23783	.	22847	206225_at,226327_at,235618_at
ZNF510	AMPL26151027	59	66	64	64	103	74	109	55	59	37	42	74	59	103	0	zinc_finger_protein_510	29161	.	22869	206053_at,228917_at
ZNF511	AMPL34400989	276	266	254	278	237	302	375	276	186	149	171	221	257	349	0	zinc_finger_protein_511	28445	.	118472	225307_at,243669_s_at
ZNF512	AMPL14331102	207	280	213	209	295	266	342	217	233	159	167	183	266	379	0	zinc_finger_protein_512	29380	.	84450	1553218_a_at,225050_at
ZNF512B	AMPL31897985	82	68	96	96	116	90	117	82	67	39	52	80	100	130	0	zinc_finger_protein_512B	29212	.	57473	221869_at,55872_at
ZNF513	AMPL36403546	123	106	109	95	91	88	128	86	102	75	44	95	78	118	0	zinc_finger_protein_513	26498	RETINITIS_PIGMENTOSA_58__RP58	130557	225753_at
ZNF514	AMPL16137660	27	25	41	25	51	36	42	44	23	12	25	43	31	41	0	zinc_finger_protein_514	25894	.	84874	235729_at
ZNF516	AMPL25068880	392	414	359	313	516	445	452	324	338	227	194	482	367	468	0	zinc_finger_protein_516	28990	.	9658	203604_at
ZNF517	AMPL22097459	18	17	18	20	25	21	25	25	16	13	15	21	22	41	0	zinc_finger_protein_517	27984	.	340385	241112_at
ZNF518A	AMPL25403168	13	10	13	12	23	24	12	19	7	2	6	19	11	26	0	zinc_finger_protein_518A	29009	.	9849	204291_at,244132_x_at
ZNF518B	AMPL17134267	59	85	83	89	85	94	125	97	59	38	75	99	55	151	0	zinc_finger_protein_518B	29365	.	85460	226909_at,230715_at,241580_at
ZNF519	AMPL35402855	67	68	59	71	63	78	73	54	51	49	22	64	58	64	0	zinc_finger_protein_519	30574	.	162655	1557283_a_at,1564190_x_at
ZNF521	AMPL25014005	249	256	253	276	352	403	323	272	303	129	147	292	314	376	1	zinc_finger_protein_521	24605	.	25925	226676_at,226677_at
ZNF524	AMPL15788483	11	7	3	3	8	8	4	10	9	2	2	11	7	5	0	zinc_finger_protein_524	28322	.	147807	238683_at
ZNF526	AMPL18413018	152	118	148	131	150	146	149	95	115	93	76	122	130	168	0	zinc_finger_protein_526	29415	.	116115	228229_at
ZNF527	AMPL14439196	40	29	24	35	29	44	36	20	29	6	14	27	26	41	0	zinc_finger_protein_527	29385	.	84503	1570238_at,244861_at
ZNF528	AMPL14537823	37	32	29	40	48	38	27	30	20	18	18	40	28	26	0	zinc_finger_protein_528	29384	.	84436	215019_x_at
ZNF529	AMPL35673998	67	68	57	65	67	63	79	66	47	32	43	62	67	72	0	zinc_finger_protein_529	29328	.	57711	215307_at,231940_at,237453_at
ZNF530	AMPL35571675	62	37	61	56	43	41	44	34	41	28	23	42	41	54	0	zinc_finger_protein_530	29297	.	348327	232228_at,244664_at
ZNF532	AMPL32088965	485	559	479	637	696	605	811	500	519	299	376	553	590	967	0	zinc_finger_protein_532	30940	.	55205	220617_s_at,225021_at
ZNF534	AMPL3885028	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_534	26337	.	147658	.
ZNF536	AMPL26170911	60	47	49	52	125	79	68	34	52	31	24	162	57	88	0	zinc_finger_protein_536	29025	.	9745	206403_at,239340_at,242715_at
ZNF540	AMPL34235812	7	4	3	4	2	5	10	2	3	4	4	8	5	12	0	zinc_finger_protein_540	25331	.	163255	238454_at,242697_at
ZNF541	AMPL2534624	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	zinc_finger_protein_541	25294	.	84215	232604_at
ZNF543	AMPL21193193	61	72	54	80	96	86	122	95	85	32	51	88	87	137	0	zinc_finger_protein_543	25281	.	125919	.
ZNF544	AMPL24830478	213	196	215	220	211	224	209	217	193	124	134	188	206	252	0	zinc_finger_protein_544	16759	.	27300	218735_s_at,244466_at
ZNF546	AMPL17092726	15	9	20	8	22	16	36	16	16	12	5	23	17	28	0	zinc_finger_protein_546	28671	.	339327	240429_at
ZNF547	AMPL15592125	23	26	20	22	27	13	24	18	14	13	6	27	15	32	0	zinc_finger_protein_547	26432	.	284306	1552794_a_at,1558995_at
ZNF548	AMPL9071005	61	53	45	53	53	73	56	57	68	42	25	56	46	71	0	zinc_finger_protein_548	26561	.	147694	1553718_at,1553719_s_at,1558622_a_at,215766_at
ZNF549	AMPL6684444	23	22	17	23	30	25	34	12	29	9	22	20	22	22	0	zinc_finger_protein_549	26632	.	256051	215315_at
ZNF550	AMPL6076671	66	51	60	50	62	57	44	60	50	15	32	45	58	62	0	zinc_finger_protein_550	28643	.	162972	215124_at,228099_at
ZNF551	AMPL15832859	17	28	25	36	23	16	36	20	19	7	15	23	26	40	0	zinc_finger_protein_551	25108	.	90233	211721_s_at,243194_at,243195_s_at
ZNF552	AMPL14742101	37	30	25	16	27	27	31	22	23	10	14	30	27	30	0	zinc_finger_protein_552	26135	.	79818	219741_x_at
ZNF554	AMPL3239255	2	3	3	0	1	2	1	2	0	1	2	5	2	1	0	zinc_finger_protein_554	26629	.	115196	232214_x_at,242864_at
ZNF555	AMPL34229687	22	36	41	32	30	43	42	23	28	23	13	43	29	37	0	zinc_finger_protein_555	28382	.	148254	1553286_at,1556187_at,1556188_a_at,239839_at
ZNF556	AMPL14128255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_556	25669	.	80032	220709_at
ZNF557	AMPL4982980	76	55	59	88	70	57	73	78	67	50	55	69	64	122	0	zinc_finger_protein_557	28632	.	79230	220444_at,239259_at
ZNF558	AMPL34891325	1	0	0	1	2	2	0	2	0	0	0	2	0	2	0	zinc_finger_protein_558	26422	.	148156	227810_at
ZNF559	AMPL9442306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_559	28197	.	84527	224518_s_at,234577_at
ZNF560	AMPL35347125	61	77	85	103	68	71	65	66	66	33	69	76	83	84	0	zinc_finger_protein_560	26484	.	147741	1553276_at
ZNF561	AMPL34248072	137	156	152	189	145	141	201	154	122	102	106	124	156	233	0	zinc_finger_protein_561	28684	.	54811,93134	230205_at,235200_at
ZNF562	AMPL2361914	19	22	26	30	13	27	35	18	26	14	9	9	22	37	0	zinc_finger_protein_562	25950	.	54811	219163_at,241089_at
ZNF563	AMPL34450237	11	11	9	9	8	10	10	5	11	5	4	15	5	10	0	zinc_finger_protein_563	30498	.	147837	1552770_s_at
ZNF565	AMPL36535355	40	42	38	51	42	51	63	25	35	22	26	34	55	55	0	zinc_finger_protein_565	26726	.	147929	228305_at
ZNF566	AMPL1660828	19	42	26	42	57	63	58	53	34	8	20	53	40	59	0	zinc_finger_protein_566	25919	.	84924	240239_at
ZNF567	AMPL35485091	71	67	58	69	57	61	55	64	53	44	28	72	61	85	0	zinc_finger_protein_567	28696	.	163081	235648_at,238315_s_at,238316_at,242429_at
ZNF568	AMPL22217056	39	40	36	56	39	49	53	30	27	18	34	32	49	51	0	zinc_finger_protein_568	25392	.	374900	1560779_a_at,1561425_a_at,1562282_at,1564356_at,1568900_a_at
ZNF569	AMPL34440652	56	72	96	91	93	89	85	83	58	37	45	72	102	94	0	zinc_finger_protein_569	24737	.	148266	1553696_s_at,1569366_a_at
ZNF57	AMPL17294131	9	13	5	9	11	5	15	12	9	7	3	13	12	15	0	zinc_finger_protein_57	13125	.	126295	1554628_at
ZNF570	AMPL34621525	15	7	16	13	15	7	17	16	8	9	5	13	11	21	0	zinc_finger_protein_570	26416	.	148268	1552562_at
ZNF571	AMPL34082872	23	19	17	25	31	17	18	11	16	7	6	33	21	30	0	zinc_finger_protein_571	25000	.	51276	206648_at
ZNF572	AMPL35997093	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	zinc_finger_protein_572	26758	.	137209	1553229_at
ZNF573	AMPL9826438	35	45	38	31	45	28	47	19	30	24	12	36	32	29	0	zinc_finger_protein_573	26420	.	126231	217627_at
ZNF574	AMPL35614252	250	242	209	254	290	262	306	210	200	176	158	208	209	337	0	zinc_finger_protein_574	26166	.	64763	218762_at
ZNF575	AMPL15740139	2	1	0	1	0	1	1	0	0	0	0	1	2	0	0	zinc_finger_protein_575	27606	.	284346	1557119_a_at
ZNF576	AMPL5071879	108	102	108	113	105	120	138	94	96	57	66	102	100	132	0	zinc_finger_protein_576	28357	.	79177	219088_s_at,219089_s_at
ZNF577	AMPL18665782	3	3	2	1	4	2	2	3	2	2	5	1	3	0	0	zinc_finger_protein_577	28673	.	84765	1556905_at,223581_at,223616_at
ZNF578	AMPL5803967	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	zinc_finger_protein_578	26449	.	147660	1562244_at,1562245_a_at
ZNF581	AMPL32355883	141	109	112	103	113	120	143	156	95	67	52	97	137	134	0	zinc_finger_protein_581	25017	.	51545	223389_s_at
ZNF582	AMPL34206246	69	53	42	56	77	48	76	37	22	16	34	47	67	77	0	zinc_finger_protein_582	26421	.	147948	241602_at
ZNF583	AMPL9410243	42	42	31	43	48	35	59	29	30	23	24	44	38	65	0	zinc_finger_protein_583	26427	.	147949	1553221_at,1563725_at
ZNF584	AMPL18587144	98	124	93	120	103	112	145	104	91	67	57	82	87	148	0	zinc_finger_protein_584	27318	.	201514	228148_at
ZNF585A	AMPL34284136	147	141	170	171	130	159	175	165	110	105	81	126	150	204	0	zinc_finger_protein_585A	26305	.	199704	1554824_at,227674_at,229794_at,243790_at
ZNF585B	AMPL35507821	8	10	10	15	12	9	16	9	8	4	3	7	3	12	0	zinc_finger_protein_585B	30948	.	92285	1557302_at,222355_at,235262_at
ZNF586	AMPL33718082	90	72	60	109	89	81	87	71	74	34	43	88	64	105	0	zinc_finger_protein_586	25949	.	54807	219711_at
ZNF589	AMPL33538076	34	31	30	38	37	45	44	43	27	16	23	67	36	54	0	zinc_finger_protein_589	16747	.	51385	1569108_a_at,210061_at,210062_s_at,219968_at
ZNF592	AMPL25228488	67	58	77	58	56	80	71	64	59	48	42	45	52	89	0	zinc_finger_protein_592	28986	SPINOCEREBELLAR_ATAXIA__AUTOSOMAL_RECESSIVE_5__SCAR5	9640	204473_s_at,213389_at,227507_at
ZNF593	AMPL32763652	169	148	125	158	126	152	181	144	146	84	97	126	136	193	0	zinc_finger_protein_593	30943	.	51042	204175_at
ZNF594	AMPL15296149	7	9	8	9	6	10	7	8	6	6	1	5	9	11	0	zinc_finger_protein_594	29392	.	84622	235690_at
ZNF596	AMPL16934641	18	23	16	17	20	20	26	17	13	13	7	26	18	20	0	zinc_finger_protein_596	27268	.	169270	232641_at
ZNF597	AMPL35994025	9	18	15	17	14	12	12	18	10	12	17	3	17	14	0	zinc_finger_protein_597	26573	.	146434	230542_at
ZNF598	AMPL15577285	214	176	169	180	170	218	193	161	174	113	116	154	146	201	0	zinc_finger_protein_598	28079	.	90850	225104_at,232367_x_at
ZNF599	AMPL231277	37	37	42	41	40	58	77	62	49	13	6	11	43	57	0	zinc_finger_protein_599	26408	.	148103	1558390_at,1558391_s_at,228093_at,243747_at
ZNF600	AMPL22339425	0	1	1	1	1	0	3	0	0	0	0	2	0	0	0	zinc_finger_protein_600	30951	.	162966	242463_x_at
ZNF605	AMPL10184435	2	2	3	2	2	4	3	0	1	3	2	0	2	0	0	zinc_finger_protein_605	28068	.	100289635	1559849_at,227822_at
ZNF606	AMPL14520014	53	46	42	51	69	52	68	45	58	54	20	66	47	46	0	zinc_finger_protein_606	25879	.	80095	219635_at,229707_at
ZNF607	AMPL16424139	57	42	47	51	66	68	64	53	58	33	18	61	67	92	0	zinc_finger_protein_607	28192	.	101927758,84775	223680_at
ZNF608	AMPL34152761	258	261	219	216	366	298	195	216	259	126	111	298	259	178	0	zinc_finger_protein_608	29238	.	57507	229817_at,232303_at
ZNF609	AMPL25044322	295	336	298	304	504	350	399	334	282	218	213	468	315	376	0	zinc_finger_protein_609	29003	.	23060	212617_at,212618_at,212620_at
ZNF610	AMPL6829074	56	64	55	56	86	54	82	61	62	31	30	81	59	101	0	zinc_finger_protein_610	26687	.	162963	235953_at
ZNF611	AMPL6828645	25	32	44	56	63	34	43	31	52	22	20	29	37	55	0	zinc_finger_protein_611	28766	.	81856	1559059_s_at,208137_x_at,238570_at
ZNF613	AMPL1654315	18	21	19	20	14	22	26	20	14	17	7	20	13	23	0	zinc_finger_protein_613	25827	.	79898	.
ZNF614	AMPL14903469	19	19	13	12	9	15	15	19	21	11	9	15	16	29	0	zinc_finger_protein_614	24722	.	80110	210599_at,220721_at,227045_at
ZNF615	AMPL9464509	25	23	26	19	20	31	29	31	35	21	6	22	32	27	0	zinc_finger_protein_615	24740	.	284370	241827_at
ZNF616	AMPL18263002	137	93	136	126	120	100	132	84	101	51	34	145	91	127	0	zinc_finger_protein_616	28062	.	90317	232137_at,239007_at
ZNF618	AMPL17215559	349	375	429	474	564	530	673	386	319	148	245	451	460	694	0	zinc_finger_protein_618	29416	.	114991	226590_at,226592_at,238444_at
ZNF619	AMPL3208819	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	zinc_finger_protein_619	26910	.	285267	1552836_at
ZNF620	AMPL18282657	17	14	22	22	23	31	39	15	12	10	8	22	24	38	0	zinc_finger_protein_620	28742	.	253639	.
ZNF621	AMPL2569006	87	62	69	74	59	48	81	46	41	64	30	78	41	54	0	zinc_finger_protein_621	24787	.	285268	1558620_at,230164_at,241499_at
ZNF622	AMPL17998334	92	77	93	100	64	90	79	93	84	63	61	86	69	74	0	zinc_finger_protein_622	30958	.	90441	225152_at
ZNF623	AMPL25258152	52	47	58	48	69	57	77	49	56	27	33	63	62	73	0	zinc_finger_protein_623	29084	.	9831	.
ZNF624	AMPL37091312	85	86	80	73	92	96	90	76	47	26	43	73	82	102	0	zinc_finger_protein_624	29254	.	57547	232272_at
ZNF625	AMPL35260501	310	304	311	310	326	403	441	334	289	164	157	353	280	440	0	zinc_finger_protein_625	30571	.	90589	1552769_at,244406_at
ZNF626	AMPL3824523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_626	30461	.	199777	1552643_at,1559616_x_at,235687_at
ZNF627	AMPL34734856	32	62	43	38	45	54	52	22	30	16	30	52	39	65	0	zinc_finger_protein_627	30570	.	101928434,199692	1563204_at,224492_s_at
ZNF628	AMPL18582630	3	3	3	6	3	6	5	7	6	3	0	5	6	8	0	zinc_finger_protein_628	28054	.	89887	236269_at
ZNF629	AMPL4398680	179	282	239	245	296	332	322	265	262	119	138	227	262	395	0	zinc_finger_protein_629	29008	.	23361	213196_at
ZNF630	AMPL5597051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_630	28855	.	57232	233082_at
ZNF638	AMPL702544	467	449	464	426	579	466	648	448	390	180	251	533	521	716	0	zinc_finger_protein_638	17894	.	100507113,27332	1554248_at,1554249_a_at,211257_x_at,213775_x_at
ZNF639	AMPL31371287	301	323	311	298	223	258	415	251	222	197	177	232	293	300	0	zinc_finger_protein_639	30950	.	51193	218413_s_at,222623_s_at,222624_s_at
ZNF641	AMPL9208599	35	24	29	34	64	28	36	15	26	32	13	43	29	59	0	zinc_finger_protein_641	31834	.	121274	1554958_at,226509_at,229897_at,235179_at
ZNF642	AMPL20957600	31	29	43	37	48	42	51	45	32	16	46	36	46	48	0	.	.	.	.	.
ZNF643	AMPL35831680	23	21	23	27	21	38	43	21	21	14	5	21	30	32	0	.	.	.	.	.
ZNF644	AMPL22435390	71	63	62	71	92	86	103	84	77	45	44	115	58	70	0	zinc_finger_protein_644	29222	MYOPIA_21__AUTOSOMAL_DOMINANT__MYP21	84146	1553725_s_at,222580_at
ZNF645	AMPL34341500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_645	26371	.	158506	1552967_at
ZNF646	AMPL24985828	78	55	53	55	79	71	83	54	52	36	30	92	78	116	0	zinc_finger_protein_646	29004	.	9726	204876_at
ZNF648	AMPL915042	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	zinc_finger_protein_648	18190	.	127665	.
ZNF649	AMPL36271391	88	62	61	70	63	77	86	41	67	43	30	56	67	82	0	zinc_finger_protein_649	25741	.	65251	223616_at
ZNF652	AMPL25821479	88	90	83	112	130	95	147	78	87	61	61	107	106	178	0	zinc_finger_protein_652	29147	.	22834	205594_at,225266_at,235577_at
ZNF653	AMPL34672558	60	61	34	57	61	72	39	35	53	18	27	58	46	81	0	zinc_finger_protein_653	25196	.	115950	228864_at
ZNF654	AMPL30718870	37	34	58	68	71	44	59	48	28	35	26	45	48	90	0	zinc_finger_protein_654	25612	.	55279	219239_s_at,222851_at,241348_at
ZNF655	AMPL4089217	16	13	12	26	19	23	14	18	22	10	6	11	15	19	0	zinc_finger_protein_655	30899	.	101929496,79027	1554726_at,223302_s_at,225945_at
ZNF658	AMPL16754015	16	23	17	20	17	30	26	23	13	11	10	9	28	32	0	zinc_finger_protein_658	25226	.	26149	231950_at
ZNF660	AMPL17908913	113	87	93	93	116	102	136	80	93	78	34	138	107	167	0	zinc_finger_protein_660	26720	.	285349	1561361_at
ZNF662	AMPL3461151	0	0	0	2	1	0	0	1	0	1	0	0	0	2	0	zinc_finger_protein_662	31930	.	389114	228538_at
ZNF664	AMPL9153821	593	647	595	622	813	769	775	546	544	398	362	813	697	810	0	zinc_finger_protein_664	25406	.	144348	1558816_at,224593_at
ZNF665	AMPL14377632	8	20	11	11	18	13	17	7	12	5	8	17	11	12	0	zinc_finger_protein_665	25885	.	79788	220760_x_at
ZNF667	AMPL35415214	7	16	15	11	8	6	9	12	14	3	2	14	9	7	0	zinc_finger_protein_667	28854	.	63934	207120_at,236635_at
ZNF668	AMPL8760912	1	1	3	2	4	1	1	2	0	0	1	7	4	12	0	zinc_finger_protein_668	25821	.	79759	219047_s_at
ZNF669	AMPL15065900	97	109	102	96	120	150	160	97	106	69	78	109	115	169	0	zinc_finger_protein_669	25736	.	79862	220215_at
ZNF670	AMPL16012348	106	127	109	117	153	152	179	128	119	58	63	112	141	210	0	zinc_finger_protein_670	28167	.	93474	223898_at
ZNF671	AMPL15443342	24	29	19	35	40	40	35	22	19	10	9	45	28	28	0	zinc_finger_protein_671	26279	.	79891	219849_at
ZNF672	AMPL14073286	192	253	196	200	216	236	237	197	175	131	117	163	217	268	0	zinc_finger_protein_672	26179	.	79894	218068_s_at,222509_s_at
ZNF673	AMPL5798983	83	80	87	93	93	79	99	79	68	57	51	82	110	150	0	.	.	.	.	.
ZNF674	AMPL2696195	24	29	28	14	20	17	35	19	25	14	14	21	36	38	0	zinc_finger_protein_674	17625	MENTAL_RETARDATION__X-LINKED_92__MRX92	641339	1554465_s_at,215309_at
ZNF675	AMPL17672636	88	75	74	75	74	71	101	97	81	23	44	97	83	122	0	zinc_finger_protein_675	30768	.	171392	217547_x_at
ZNF676	AMPL6438597	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_676	20429	.	163223	.
ZNF677	AMPL21443698	10	10	20	13	17	12	10	13	12	4	7	16	16	12	0	zinc_finger_protein_677	28730	.	342926	1560562_a_at,1569039_s_at,202941_at,228974_at,238254_at
ZNF678	AMPL17186367	80	66	89	73	86	77	108	80	55	46	34	68	70	110	0	zinc_finger_protein_678	28652	.	339500	1554922_at,230534_at,232028_at,242923_at
ZNF679	AMPL16957077	5	2	0	3	2	3	1	1	1	2	2	1	1	1	0	zinc_finger_protein_679	28650	.	168417,730291	.
ZNF680	AMPL18365748	2	0	1	0	1	0	4	0	0	0	0	0	2	3	0	zinc_finger_protein_680	26897	.	340252	229533_x_at
ZNF681	AMPL18613327	14	12	10	22	20	9	23	18	16	10	9	19	20	12	0	zinc_finger_protein_681	26457	.	148213	238962_at
ZNF682	AMPL16409194	90	165	121	125	186	120	188	137	166	84	74	104	126	266	0	zinc_finger_protein_682	28857	.	91120	216468_s_at,242915_at
ZNF683	AMPL16024848	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	zinc_finger_protein_683	28495	.	257101	230756_at
ZNF684	AMPL34397411	47	48	46	44	64	46	62	48	36	23	30	28	49	49	0	zinc_finger_protein_684	28418	.	127396	232563_at,244398_x_at
ZNF687	AMPL36021638	115	114	113	126	197	161	167	96	124	77	67	120	138	157	0	zinc_finger_protein_687	29277	.	57592	234924_s_at
